date,btc_mvrv,btc_mvrv_lag1,btc_mvrv_percentile_lagged,btc_mvrv_z_365_lagged,btc_realized_price_gap_lag1,btc_mvrv_quintile_lagged
2020-03-12,0.85156318,1.37575535,0.1,,,Q1 low
2020-03-13,0.99990742,0.85156318,0.0,,,Q1 low
2020-03-14,0.92379471,0.99990742,0.013888888888888888,,,Q1 low
2020-03-15,0.96013718,0.92379471,0.0136986301369863,,,Q1 low
2020-03-16,0.90467552,0.96013718,0.02702702702702703,,,Q1 low
2020-03-17,0.96021822,0.90467552,0.013333333333333334,,,Q1 low
2020-03-18,0.97457978,0.96021822,0.05263157894736842,,,Q1 low
2020-03-19,1.11307124,0.97457978,0.06493506493506493,,,Q1 low
2020-03-20,1.11760794,1.11307124,0.08974358974358974,,,Q1 low
2020-03-21,1.11712014,1.11760794,0.10126582278481013,,,Q1 low
2020-03-22,1.04889684,1.11712014,0.1,,,Q1 low
2020-03-23,1.1699031,1.04889684,0.08641975308641975,,,Q1 low
2020-03-24,1.21817752,1.1699031,0.13414634146341464,,,Q1 low
2020-03-25,1.20436106,1.21817752,0.14457831325301204,,,Q1 low
2020-03-26,1.21678038,1.20436106,0.14285714285714285,,,Q1 low
2020-03-27,1.14679768,1.21678038,0.15294117647058825,,,Q1 low
2020-03-28,1.12643279,1.14679768,0.12790697674418605,,,Q1 low
2020-03-29,1.06045404,1.12643279,0.12643678160919541,,,Q1 low
2020-03-30,1.15616911,1.06045404,0.09090909090909091,,,Q1 low
2020-03-31,1.15977206,1.15616911,0.15730337078651685,,,Q1 low
2020-04-01,1.20793488,1.15977206,0.16666666666666666,,,Q1 low
2020-04-02,1.23134169,1.20793488,0.1978021978021978,,,Q1 low
2020-04-03,1.22221801,1.23134169,0.22826086956521738,,,Q2
2020-04-04,1.24285711,1.22221801,0.22580645161290322,,,Q2
2020-04-05,1.2282336,1.24285711,0.24468085106382978,,,Q2
2020-04-06,1.32832477,1.2282336,0.23157894736842105,,,Q2
2020-04-07,1.30256573,1.32832477,0.3125,,,Q2
2020-04-08,1.33135549,1.30256573,0.27835051546391754,,,Q2
2020-04-09,1.31774395,1.33135549,0.32653061224489793,,,Q2
2020-04-10,1.24631924,1.31774395,0.2828282828282828,,,Q2
2020-04-11,1.24889953,1.24631924,0.25,,,Q2
2020-04-12,1.25429132,1.24889953,0.25742574257425743,,,Q2
2020-04-13,1.24207646,1.25429132,0.27450980392156865,,,Q2
2020-04-14,1.24842026,1.24207646,0.23300970873786409,,,Q2
2020-04-15,1.20326432,1.24842026,0.25961538461538464,,,Q2
2020-04-16,1.2915655,1.20326432,0.1619047619047619,,,Q1 low
2020-04-17,1.27905695,1.2915655,0.3018867924528302,,,Q2
2020-04-18,1.31658696,1.27905695,0.29906542056074764,,,Q2
2020-04-19,1.2946291,1.31658696,0.3333333333333333,,,Q2
2020-04-20,1.24054495,1.2946291,0.3211009174311927,,,Q2
2020-04-21,1.24336531,1.24054495,0.22727272727272727,,,Q2
2020-04-22,1.29669719,1.24336531,0.25225225225225223,,,Q2
2020-04-23,1.35922917,1.29669719,0.3392857142857143,,,Q2
2020-04-24,1.36153057,1.35922917,0.415929203539823,,,Q3
2020-04-25,1.36817474,1.36153057,0.42105263157894735,,,Q3
2020-04-26,1.39648983,1.36817474,0.43478260869565216,,,Q3
2020-04-27,1.409104,1.39648983,0.47413793103448276,,,Q3
2020-04-28,1.40190046,1.409104,0.48717948717948717,,,Q3
2020-04-29,1.58098186,1.40190046,0.4830508474576271,,,Q3
2020-04-30,1.54596034,1.58098186,0.7394957983193278,,,Q4
2020-05-01,1.5806663,1.54596034,0.6666666666666666,0.5705639564677789,,Q4
2020-05-02,1.60654455,1.5806663,0.7355371900826446,0.7214909112680841,,Q4
2020-05-03,1.58952164,1.60654455,0.7704918032786885,0.8318604334280758,,Q4
2020-05-04,1.58556598,1.58952164,0.7560975609756098,0.7505996149215209,,Q4
2020-05-05,1.60986547,1.58556598,0.75,0.7283042121506995,,Q4
2020-05-06,1.62858389,1.60986547,0.776,0.8322579560251943,,Q4
2020-05-07,1.77055158,1.62858389,0.7857142857142857,0.910163734023886,,Q4
2020-05-08,1.73104029,1.77055158,0.968503937007874,1.5311800545481968,,Q5 high
2020-05-09,1.68136873,1.73104029,0.9453125,1.338849872748886,,Q5 high
2020-05-10,1.53920746,1.68136873,0.875968992248062,1.106731944409085,,Q5 high
2020-05-11,1.51236573,1.53920746,0.6076923076923076,0.46828436387897443,,Q4
2020-05-12,1.55749932,1.51236573,0.5572519083969466,0.3463183863775219,,Q3
2020-05-13,1.64510217,1.55749932,0.6515151515151515,0.5469335224445162,,Q4
2020-05-14,1.72513931,1.64510217,0.7894736842105263,0.9359552004568843,,Q4
2020-05-15,1.6385137,1.72513931,0.9328358208955224,1.2847611609585168,,Q5 high
2020-05-16,1.64948395,1.6385137,0.7703703703703704,0.8884397588724078,,Q4
2020-05-17,1.7018462,1.64948395,0.8014705882352942,0.9315086624113122,,Q5 high
2020-05-18,1.70805411,1.7018462,0.8832116788321168,1.157840282918106,,Q5 high
2020-05-19,1.71431306,1.70805411,0.8840579710144928,1.17560100934405,,Q5 high
2020-05-20,1.66520592,1.71431306,0.9136690647482014,1.1932881904062225,,Q5 high
2020-05-21,1.58703802,1.66520592,0.8285714285714286,0.965950487502827,,Q5 high
2020-05-22,1.60672055,1.58703802,0.6879432624113475,0.6116775650317676,,Q4
2020-05-23,1.60764855,1.60672055,0.7112676056338029,0.6966933266294888,,Q4
2020-05-24,1.52631976,1.60764855,0.7132867132867133,0.6972633491050088,,Q4
2020-05-25,1.56010152,1.52631976,0.5277777777777778,0.3283668559040067,,Q3
2020-05-26,1.54928182,1.56010152,0.6068965517241379,0.4795266552898685,,Q4
2020-05-27,1.61315346,1.54928182,0.5821917808219178,0.42860598978111186,,Q3
2020-05-28,1.67786287,1.61315346,0.7278911564625851,0.7161388658577109,,Q4
2020-05-29,1.6498891,1.67786287,0.8445945945945946,1.0048141352798106,,Q5 high
2020-05-30,1.69739482,1.6498891,0.785234899328859,0.8719112640411467,,Q4
2020-05-31,1.65239074,1.69739482,0.8733333333333333,1.0811709585322256,,Q5 high
2020-06-01,1.78407542,1.65239074,0.7814569536423841,0.8705393129698429,,Q4
2020-06-02,1.66030444,1.78407542,0.9868421052631579,1.4573447687389465,,Q5 high
2020-06-03,1.68540102,1.66030444,0.7973856209150327,0.8885001328845327,,Q4
2020-06-04,1.7049236,1.68540102,0.8571428571428571,0.9963970674880681,,Q5 high
2020-06-05,1.67440537,1.7049236,0.8774193548387097,1.0778113503238347,,Q5 high
2020-06-06,1.68285601,1.67440537,0.8205128205128205,0.9332084225551913,,Q5 high
2020-06-07,1.69687773,1.68285601,0.8471337579617835,0.9657519556071043,,Q5 high
2020-06-08,1.69997495,1.69687773,0.8607594936708861,1.0230026803483627,,Q5 high
2020-06-09,1.69778269,1.69997495,0.8679245283018868,1.0304097846587774,,Q5 high
2020-06-10,1.71594583,1.69778269,0.8625,1.0139747945732358,,Q5 high
2020-06-11,1.6084437,1.71594583,0.9254658385093167,1.0892764818184226,,Q5 high
2020-06-12,1.64171531,1.6084437,0.654320987654321,0.5974121581964079,,Q4
2020-06-13,1.64372759,1.64171531,0.6932515337423313,0.7456156624204645,,Q4
2020-06-14,1.61902979,1.64372759,0.7012195121951219,0.7512260499587666,,Q4
2020-06-15,1.63579453,1.61902979,0.6666666666666666,0.6355731205377224,,Q4
2020-06-16,1.65195169,1.63579453,0.6807228915662651,0.7091785959665169,,Q4
2020-06-17,1.63951989,1.65195169,0.7365269461077845,0.7795658461324275,,Q4
2020-06-18,1.6209636,1.63951989,0.6845238095238095,0.7192101949357844,,Q4
2020-06-19,1.61116474,1.6209636,0.6568047337278107,0.6312348738702712,,Q4
2020-06-20,1.61687764,1.61116474,0.6352941176470588,0.5837786577718618,,Q4
2020-06-21,1.60685949,1.61687764,0.6491228070175439,0.6077320995988553,,Q4
2020-06-22,1.67454504,1.60685949,0.6104651162790697,0.5592581181783919,,Q4
2020-06-23,1.66308755,1.67454504,0.8092485549132948,0.8686061420807359,,Q5 high
2020-06-24,1.60305749,1.66308755,0.7701149425287356,0.8115884371652125,,Q4
2020-06-25,1.59522862,1.60305749,0.5885714285714285,0.5309141497396099,,Q3
2020-06-26,1.57570795,1.59522862,0.5795454545454546,0.4927546666513016,,Q3
2020-06-27,1.55029568,1.57570795,0.5254237288135594,0.40042615975123924,,Q3
2020-06-28,1.56859448,1.55029568,0.48314606741573035,0.280804086790974,,Q3
2020-06-29,1.58079269,1.56859448,0.5139664804469274,0.36540318896422036,,Q3
2020-06-30,1.57271117,1.58079269,0.55,0.42133227355645686,,Q3
2020-07-01,1.58837834,1.57271117,0.5248618784530387,0.38207878921417365,,Q3
2020-07-02,1.56283322,1.58837834,0.5824175824175825,0.4545180652326402,,Q3
2020-07-03,1.55840748,1.56283322,0.4972677595628415,0.33269255609189813,,Q3
2020-07-04,1.57114785,1.55840748,0.4891304347826087,0.3107879472274238,,Q3
2020-07-05,1.56079393,1.57114785,0.5243243243243243,0.37020997789282817,,Q3
2020-07-06,1.60765059,1.56079393,0.4946236559139785,0.3199402573498476,,Q3
2020-07-07,1.59085441,1.60765059,0.6363636363636364,0.5418403282773245,,Q4
2020-07-08,1.62084281,1.59085441,0.5957446808510638,0.46000033126386963,,Q3
2020-07-09,1.5836946,1.62084281,0.6772486772486772,0.6016230376375677,,Q4
2020-07-10,1.59346326,1.5836946,0.5631578947368421,0.421905299061217,,Q3
2020-07-11,1.58391569,1.59346326,0.5968586387434555,0.467438682357091,,Q3
2020-07-12,1.59622137,1.58391569,0.5625,0.4201082116810435,,Q3
2020-07-13,1.58594339,1.59622137,0.6062176165803109,0.4780713372315088,,Q4
2020-07-14,1.58704382,1.58594339,0.5721649484536082,0.42699772073842834,,Q3
2020-07-15,1.57385118,1.58704382,0.5794871794871795,0.43103335685107935,,Q3
2020-07-16,1.56397178,1.57385118,0.5102040816326531,0.36581707532491103,,Q3
2020-07-17,1.56855505,1.56397178,0.47715736040609136,0.3167813234019875,,Q3
2020-07-18,1.57250675,1.56855505,0.48484848484848486,0.33822571286367975,,Q3
2020-07-19,1.57935472,1.57250675,0.507537688442211,0.35656998772099274,,Q3
2020-07-20,1.56848314,1.57935472,0.535,0.3890596352323351,,Q3
2020-07-21,1.60788325,1.56848314,0.47761194029850745,0.33467533937688204,,Q3
2020-07-22,1.63219166,1.60788325,0.6584158415841584,0.5271993051590224,,Q4
2020-07-23,1.64259907,1.63219166,0.7093596059113301,0.6449742705448275,,Q4
2020-07-24,1.63234309,1.64259907,0.7401960784313726,0.6939170756368308,,Q4
2020-07-25,1.65807585,1.63234309,0.7073170731707317,0.6409402084757178,,Q4
2020-07-26,1.69613999,1.65807585,0.7961165048543689,0.7655748091628056,,Q4
2020-07-27,1.87843243,1.69613999,0.8743961352657005,0.9501081320694604,,Q5 high
2020-07-28,1.85163945,1.87843243,1.0,1.8354661793148248,,Q5 high
2020-07-29,1.87860331,1.85163945,0.9952153110047847,1.6875218121483686,,Q5 high
2020-07-30,1.87599313,1.87860331,1.0,1.8015500969039477,,Q5 high
2020-07-31,1.91247848,1.87599313,0.990521327014218,1.7712116738401695,,Q5 high
2020-08-01,1.98655005,1.91247848,1.0,1.9268461186386558,,Q5 high
2020-08-02,1.86029682,1.98655005,1.0,2.2518604920243224,,Q5 high
2020-08-03,1.88039532,1.86029682,0.9766355140186916,1.6338355588208189,,Q5 high
2020-08-04,1.87299374,1.88039532,0.9906976744186047,1.7137157743686444,,Q5 high
2020-08-05,1.96171773,1.87299374,0.9722222222222222,1.6639424961701468,,Q5 high
2020-08-06,1.95621408,1.96171773,0.9953917050691244,2.0577236564778296,,Q5 high
2020-08-07,1.92283109,1.95621408,0.9908256880733946,2.008375661156218,,Q5 high
2020-08-08,1.94669032,1.92283109,0.9863013698630136,1.8344932328689316,,Q5 high
2020-08-09,1.92943722,1.94669032,0.9863636363636363,1.924066329407608,,Q5 high
2020-08-10,1.96271992,1.92943722,0.9819004524886877,1.8265598571411976,,Q5 high
2020-08-11,1.87485378,1.96271992,0.9954954954954955,1.9572173960572379,,Q5 high
2020-08-12,1.90254405,1.87485378,0.9461883408071748,1.5459808057896753,,Q5 high
2020-08-13,1.93806124,1.90254405,0.9642857142857143,1.6574389441264197,,Q5 high
2020-08-14,1.93078104,1.93806124,0.9777777777777777,1.8005496322890029,,Q5 high
2020-08-15,1.94269581,1.93078104,0.9734513274336283,1.7519064146752774,,Q5 high
2020-08-16,1.95135881,1.94269581,0.9779735682819384,1.7884223411559699,,Q5 high
2020-08-17,2.00758726,1.95135881,0.9824561403508771,1.809776352127172,,Q5 high
2020-08-18,1.94827888,2.00758726,1.0,2.0353813689765516,,Q5 high
2020-08-19,1.91694497,1.94827888,0.9739130434782609,1.758933323947175,,Q5 high
2020-08-20,1.93227925,1.91694497,0.9437229437229437,1.6092583886555263,,Q5 high
2020-08-21,1.87377897,1.93227925,0.9568965517241379,1.6624759429978182,,Q5 high
2020-08-22,1.8961113,1.87377897,0.9055793991416309,1.3995255274372385,,Q5 high
2020-08-23,1.89262913,1.8961113,0.9273504273504274,1.48602346255284,,Q5 high
2020-08-24,1.90710731,1.89262913,0.9234042553191489,1.4611570634934061,,Q5 high
2020-08-25,1.83601353,1.90710731,0.9322033898305084,1.5129455932597646,,Q5 high
2020-08-26,1.85822689,1.83601353,0.8776371308016878,1.201093885965418,,Q5 high
2020-08-27,1.83676704,1.85822689,0.8823529411764706,1.2892507414765741,,Q5 high
2020-08-28,1.8677498,1.83676704,0.8744769874476988,1.191158958478204,,Q5 high
2020-08-29,1.85725988,1.8677498,0.8875,1.3163856192391916,,Q5 high
2020-08-30,1.89505253,1.85725988,0.8755186721991701,1.2646515645344825,,Q5 high
2020-08-31,1.88329226,1.89505253,0.9214876033057852,1.4172715482627372,,Q5 high
2020-09-01,1.9208133,1.88329226,0.9135802469135802,1.3591161481825562,,Q5 high
2020-09-02,1.83557105,1.9208133,0.9426229508196722,1.5086179470759065,,Q5 high
2020-09-03,1.63534859,1.83557105,0.8489795918367347,1.141366267700886,,Q5 high
2020-09-04,1.68789936,1.63534859,0.5975609756097561,0.2912823668403304,,Q3
2020-09-05,1.63887495,1.68789936,0.7327935222672065,0.5133354079131727,,Q4
2020-09-06,1.65330931,1.63887495,0.6048387096774194,0.3039832731116988,,Q4
2020-09-07,1.67246422,1.65330931,0.6546184738955824,0.364712965555465,,Q4
2020-09-08,1.63529803,1.67246422,0.7,0.44547860967847563,,Q4
2020-09-09,1.64990001,1.63529803,0.5856573705179283,0.28583551852403083,,Q3
2020-09-10,1.66770961,1.64990001,0.6428571428571429,0.347659990336536,,Q4
2020-09-11,1.67848676,1.66770961,0.6956521739130435,0.42315559955472837,,Q4
2020-09-12,1.68653398,1.67848676,0.7204724409448819,0.4683892894501598,,Q4
2020-09-13,1.66686724,1.68653398,0.7372549019607844,0.5018267853209301,,Q4
2020-09-14,1.72209138,1.66686724,0.6875,0.4160311160507633,,Q4
2020-09-15,1.73828642,1.72209138,0.8093385214007782,0.6528536334667279,,Q5 high
2020-09-16,1.76570834,1.73828642,0.8217054263565892,0.720791778823698,,Q5 high
2020-09-17,1.76013688,1.76570834,0.8262548262548263,0.836781069405434,,Q5 high
2020-09-18,1.76063436,1.76013688,0.823076923076923,0.8100623641101113,,Q5 high
2020-09-19,1.77926909,1.76063436,0.8237547892720306,0.80965094280823,,Q5 high
2020-09-20,1.75298339,1.77926909,0.8396946564885496,0.8874619219362825,,Q5 high
2020-09-21,1.67372916,1.75298339,0.8098859315589354,0.7710468752422146,,Q5 high
2020-09-22,1.69115119,1.67372916,0.6818181818181818,0.42587419086527745,,Q4
2020-09-23,1.64546041,1.69115119,0.7283018867924528,0.5004825056703867,,Q4
2020-09-24,1.72393749,1.64546041,0.5939849624060151,0.30083076316050633,,Q3
2020-09-25,1.71632402,1.72393749,0.7940074906367042,0.6415835548563495,,Q4
2020-09-26,1.72106922,1.71632402,0.7835820895522388,0.6067780810657035,,Q4
2020-09-27,1.72711704,1.72106922,0.7881040892193308,0.6259149304820315,,Q4
2020-09-28,1.71483806,1.72711704,0.8037037037037037,0.6506827047101158,,Q5 high
2020-09-29,1.7373585,1.71483806,0.7675276752767528,0.595375643620158,,Q4
2020-09-30,1.72640198,1.7373585,0.8088235294117647,0.6923248825865966,,Q5 high
2020-10-01,1.69946758,1.72640198,0.7948717948717948,0.6425360528130303,,Q4
2020-10-02,1.69267821,1.69946758,0.7262773722627737,0.5228825916643255,,Q4
2020-10-03,1.68617419,1.69267821,0.7090909090909091,0.4918794520503104,,Q4
2020-10-04,1.70798105,1.68617419,0.6920289855072463,0.46218775274097196,,Q4
2020-10-05,1.72623691,1.70798105,0.740072202166065,0.5571629491283495,,Q4
2020-10-06,1.69408881,1.72623691,0.7949640287769785,0.6362686134079293,,Q4
2020-10-07,1.70427109,1.69408881,0.7060931899641577,0.49289083061738953,,Q4
2020-10-08,1.74442659,1.70427109,0.7321428571428571,0.5367851337900269,,Q4
2020-10-09,1.7623652,1.74442659,0.8185053380782918,0.7130626990980253,,Q5 high
2020-10-10,1.79997646,1.7623652,0.8333333333333334,0.7904577927780915,,Q5 high
2020-10-11,1.80998761,1.79997646,0.8657243816254417,0.954388084534764,,Q5 high
2020-10-12,1.83565353,1.80998761,0.8661971830985915,0.9953928675878154,,Q5 high
2020-10-13,1.81511017,1.83565353,0.8701754385964913,1.1051605445143062,,Q5 high
2020-10-14,1.81421709,1.81511017,0.8636363636363636,1.0103048238679342,,Q5 high
2020-10-15,1.82551568,1.81421709,0.8606271777003485,1.002826491209027,,Q5 high
2020-10-16,1.79517724,1.82551568,0.8645833333333334,1.049191413775527,,Q5 high
2020-10-17,1.80114791,1.79517724,0.8477508650519031,0.911531353572243,,Q5 high
2020-10-18,1.82349799,1.80114791,0.8517241379310345,0.9350368354211821,,Q5 high
2020-10-19,1.85680595,1.82349799,0.8625429553264605,1.0307107000932905,,Q5 high
2020-10-20,1.87885327,1.85680595,0.8835616438356164,1.1739331017459003,,Q5 high
2020-10-21,2.0112562,1.87885327,0.9180887372013652,1.2661975599044044,,Q5 high
2020-10-22,2.02526459,2.0112562,1.0,1.839734498597664,,Q5 high
2020-10-23,2.00855431,2.02526459,1.0,1.8868924459106502,,Q5 high
2020-10-24,2.03401868,2.00855431,0.9932432432432432,1.800368743155419,,Q5 high
2020-10-25,2.01816267,2.03401868,1.0,1.8971143029467026,,Q5 high
2020-10-26,2.01922565,2.01816267,0.9932885906040269,1.8147455102795047,,Q5 high
2020-10-27,2.1021955,2.01922565,0.9933110367892977,1.8063689080235714,,Q5 high
2020-10-28,2.0396921,2.1021955,1.0,2.1452599392689407,,Q5 high
2020-10-29,2.06125042,2.0396921,0.9966777408637874,1.8623619671243936,,Q5 high
2020-10-30,2.07762044,2.06125042,0.9966887417218543,1.9392913865551444,,Q5 high
2020-10-31,2.10727868,2.07762044,0.9966996699669967,1.9925876204202844,,Q5 high
2020-11-01,2.09806433,2.10727868,1.0,2.099553995199747,,Q5 high
2020-11-02,2.05909007,2.09806433,0.9934426229508196,2.043136589598728,,Q5 high
2020-11-03,2.10474436,2.05909007,0.9836601307189542,1.8657363531722615,,Q5 high
2020-11-04,2.1188562,2.10474436,0.996742671009772,2.039271023952548,,Q5 high
2020-11-05,2.31659606,2.1188562,1.0,2.079766951672958,,Q5 high
2020-11-06,2.30443486,2.31659606,1.0,2.8544831993635813,,Q5 high
2020-11-07,2.18910838,2.30443486,0.9967741935483871,2.7654036263889856,,Q5 high
2020-11-08,2.27482416,2.18910838,0.9935691318327974,2.2761532273366996,,Q5 high
2020-11-09,2.24676546,2.27482416,0.9935897435897436,2.587885651487816,,Q5 high
2020-11-10,2.23374067,2.24676546,0.9904153354632588,2.44844364407388,,Q5 high
2020-11-11,2.28755166,2.23374067,0.9872611464968153,2.3716414443414897,,Q5 high
2020-11-12,2.36521271,2.28755166,0.9936507936507937,2.551494774443713,,Q5 high
2020-11-13,2.36060064,2.36521271,1.0,2.8125477454241086,,Q5 high
2020-11-14,2.31847359,2.36060064,0.9968454258675079,2.756697397068947,,Q5 high
2020-11-15,2.29744994,2.31847359,0.9937106918238994,2.5655281851363076,,Q5 high
2020-11-16,2.40436016,2.29744994,0.9843260188087775,2.4587759180142448,,Q5 high
2020-11-17,2.52487978,2.40436016,1.0,2.8179511741402967,,Q5 high
2020-11-18,2.51333217,2.52487978,1.0,3.2054162997928275,,Q5 high
2020-11-19,2.51184808,2.51333217,0.9968944099378882,3.110529304632478,,Q5 high
2020-11-20,2.60445269,2.51184808,0.9938080495356038,3.0551530153458226,,Q5 high
2020-11-21,2.59442633,2.60445269,1.0,3.3199838135287854,,Q5 high
2020-11-22,2.55048101,2.59442633,0.9969230769230769,3.226849077612249,,Q5 high
2020-11-23,2.53777024,2.55048101,0.9938650306748467,3.0275062837942137,,Q5 high
2020-11-24,2.62852231,2.53777024,0.9908256880733946,2.940065599368577,,Q5 high
2020-11-25,2.55805629,2.62852231,1.0,3.1886877414774313,,Q5 high
2020-11-26,2.34299561,2.55805629,0.9908814589665653,2.912863764598538,,Q5 high
2020-11-27,2.3346153,2.34299561,0.9636363636363636,2.190656669214791,,Q5 high
2020-11-28,2.40912155,2.3346153,0.9607250755287009,2.145069076189705,,Q5 high
2020-11-29,2.46716457,2.40912155,0.9728915662650602,2.362041569756965,,Q5 high
2020-11-30,2.65243189,2.46716457,0.972972972972973,2.519997605450154,,Q5 high
2020-12-01,2.51550825,2.65243189,1.0,3.060926085981435,,Q5 high
2020-12-02,2.55995282,2.51550825,0.9761194029850746,2.6001149610229612,,Q5 high
2020-12-03,2.57914945,2.55995282,0.9880952380952381,2.7044666121589276,,Q5 high
2020-12-04,2.4669685,2.57914945,0.9881305637982196,2.728855590694848,,Q5 high
2020-12-05,2.53084098,2.4669685,0.9585798816568047,2.3628085980727063,,Q5 high
2020-12-06,2.55655404,2.53084098,0.9734513274336283,2.5285935088265803,,Q5 high
2020-12-07,2.52333794,2.55655404,0.9794117647058823,2.5765651479373197,,Q5 high
2020-12-08,2.40362933,2.52333794,0.9648093841642229,2.4518502315706368,,Q5 high
2020-12-09,2.42874055,2.40362933,0.9415204678362573,2.080842759981332,,Q5 high
2020-12-10,2.38249591,2.42874055,0.9475218658892128,2.137321598465844,,Q5 high
2020-12-11,2.35021373,2.38249591,0.936046511627907,1.987282322102827,,Q5 high
2020-12-12,2.44443351,2.35021373,0.927536231884058,1.8805587318512582,,Q5 high
2020-12-13,2.47172084,2.44443351,0.9479768786127167,2.1372379405677213,,Q5 high
2020-12-14,2.47792144,2.47172084,0.9538904899135446,2.1975236505359916,,Q5 high
2020-12-15,2.49073185,2.47792144,0.9540229885057471,2.1967628530083663,,Q5 high
2020-12-16,2.71138827,2.49073185,0.9541547277936963,2.2144679376547214,,Q5 high
2020-12-17,2.84802804,2.71138827,1.0,2.8060914489710895,,Q5 high
2020-12-18,2.84222388,2.84802804,1.0,3.141268709680866,,Q5 high
2020-12-19,2.91423973,2.84222388,0.9971590909090909,3.0782967659516633,,Q5 high
2020-12-20,2.85120478,2.91423973,1.0,3.2228954858502963,,Q5 high
2020-12-21,2.74793851,2.85120478,0.9971751412429378,3.0084395966380466,,Q5 high
2020-12-22,2.84855594,2.74793851,0.9887323943661972,2.6997232714350385,,Q5 high
2020-12-23,2.75091224,2.84855594,0.9943820224719101,2.926763930536812,,Q5 high
