snapshot_date,month,asset_key,token_id,coingecko_id,symbol,asset_name,asset_class,price_usd,market_cap_usd,rank_full_market,rank_clean_risk,is_partial_month
2020-01-31,2020-01,coingecko:bitcoin,bitcoin,coingecko:bitcoin,BTC,Bitcoin,base_assets,9509.80513557522,172993102966.37723,1,1.0,False
2020-01-31,2020-01,coingecko:ethereum,ethereum,coingecko:ethereum,ETH,Ethereum,base_assets,184.72621843141044,20090242968.224342,2,2.0,False
2020-01-31,2020-01,coingecko:ripple,ripple,coingecko:ripple,XRP,XRP,base_assets,0.2427668656102078,10605406032.519274,3,3.0,False
2020-01-31,2020-01,coingecko:bitcoin-cash,bitcoin-cash,coingecko:bitcoin-cash,BCH,Bitcoin Cash,risk_assets,393.0688269490808,7136754914.719655,4,4.0,False
2020-01-31,2020-01,coingecko:bitcoin-cash-sv,bitcoin-cash-sv,coingecko:bitcoin-cash-sv,BSV,Bitcoin SV,risk_assets,298.274236680326,5438064096.025548,5,5.0,False
2020-01-31,2020-01,coingecko:litecoin,litecoin,coingecko:litecoin,LTC,Litecoin,risk_assets,68.19062380635584,4362340214.874027,6,6.0,False
2020-01-31,2020-01,coingecko:eos,eos,coingecko:eos,EOS,EOS,risk_assets,4.3392602831577145,4158153680.0837455,8,7.0,False
2020-01-31,2020-01,coingecko:binancecoin,binancecoin,coingecko:binancecoin,BNB,BNB,base_assets,18.55578658552117,2847071752.4987006,9,8.0,False
2020-01-31,2020-01,coingecko:cardano,cardano,coingecko:cardano,ADA,Cardano,base_assets,0.0558440639127876,1733739134.7114882,10,9.0,False
2020-01-31,2020-01,coingecko:ethereum-classic,ethereum-classic,coingecko:ethereum-classic,ETC,Ethereum Classic,risk_assets,12.24013012929602,1422687177.1881957,11,10.0,False
2020-01-31,2020-01,coingecko:monero,monero,coingecko:monero,XMR,Monero,risk_assets,74.79884819158947,1303212760.7239995,12,11.0,False
2020-01-31,2020-01,coingecko:tron,tron,coingecko:tron,TRX,TRON,risk_assets,0.019464766927791,1286455344.1942258,13,12.0,False
2020-01-31,2020-01,coingecko:stellar,stellar,coingecko:stellar,XLM,Stellar,risk_assets,0.0628365286503551,1260565830.34583,14,13.0,False
2020-01-31,2020-01,coingecko:tezos,tezos,coingecko:tezos,XTZ,Tezos,risk_assets,1.6749161303048092,1171709558.6662974,15,14.0,False
2020-01-31,2020-01,coingecko:dash,dash,coingecko:dash,DASH,Dash,risk_assets,122.10258375149311,1136276650.2775054,16,15.0,False
2020-01-31,2020-01,coingecko:chainlink,chainlink,coingecko:chainlink,LINK,Chainlink,base_assets,2.910071295728357,1056105950.9917876,17,16.0,False
2020-01-31,2020-01,coingecko:okb,okb,coingecko:okb,OKB,OKB,risk_assets,3.2107556891838853,917476692.9760884,18,17.0,False
2020-01-31,2020-01,coingecko:leo-token,leo-token,coingecko:leo-token,LEO,LEO Token,risk_assets,0.8845587457185521,875681362.7028713,19,18.0,False
2020-01-31,2020-01,coingecko:cosmos,cosmos,coingecko:cosmos,ATOM,Cosmos Hub,risk_assets,4.408786939577468,829561712.7708762,20,19.0,False
2020-01-31,2020-01,coingecko:neo,neo,coingecko:neo,NEO,NEO,risk_assets,11.730462352102837,825211121.951121,21,20.0,False
2020-01-31,2020-01,coingecko:huobi-token,huobi-token,coingecko:huobi-token,HT,Huobi,risk_assets,3.4888795533985064,823724054.0550773,22,21.0,False
2020-01-31,2020-01,coingecko:iota,iota,coingecko:iota,IOTA,IOTA,risk_assets,0.2934858458843115,811272033.5500816,23,22.0,False
2020-01-31,2020-01,coingecko:crypto-com-chain,crypto-com-chain,coingecko:crypto-com-chain,CRO,Cronos,risk_assets,0.0528345888391863,700653782.6950101,24,23.0,False
2020-01-31,2020-01,coingecko:zcash,zcash,coingecko:zcash,ZEC,Zcash,risk_assets,66.57034849018288,584416701.7459248,25,24.0,False
2020-01-31,2020-01,coingecko:maker,maker,coingecko:maker,MKR,Maker,risk_assets,545.4228332052662,473028980.9467901,26,25.0,False
2020-01-31,2020-01,coingecko:ontology,ontology,coingecko:ontology,ONT,Ontology,risk_assets,0.7354924520210882,468974363.08686006,27,26.0,False
2020-01-31,2020-01,coingecko:nem,nem,coingecko:nem,XEM,NEM,risk_assets,0.0417474741165233,375055841.19622624,29,27.0,False
2020-01-31,2020-01,coingecko:vechain,vechain,coingecko:vechain,VET,VeChain,risk_assets,0.0057283890025696,358392277.15042204,30,28.0,False
2020-01-31,2020-01,coingecko:basic-attention-token,basic-attention-token,coingecko:basic-attention-token,BAT,Basic Attention,risk_assets,0.2238861930770755,318185887.79051536,31,29.0,False
2020-01-31,2020-01,coingecko:dogecoin,dogecoin,coingecko:dogecoin,DOGE,Dogecoin,risk_assets,0.002431817492304,299395266.276698,32,30.0,False
2020-01-31,2020-01,coingecko:qtum,qtum,coingecko:qtum,QTUM,Qtum,risk_assets,2.174722218621368,209114544.6831395,34,31.0,False
2020-01-31,2020-01,coingecko:bitcoin-gold,bitcoin-gold,coingecko:bitcoin-gold,BTG,Bitcoin Gold,risk_assets,11.456197938625357,200179233.60720092,35,32.0,False
2020-01-31,2020-01,coingecko:augur,augur,coingecko:augur,REP,Augur,risk_assets,14.715067563721412,161649259.07044366,36,33.0,False
